コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
4485	JTOWER	2019/12/18	1550	1600	2100	2620	1550	1600	田中 敦史 （上場時45歳4カ月）／1974年生	45	2012	50	16	1399711000	19354472	6777200	44.1	42.9	13.0	設備投資、借入金の返済	29999431600	39.83	39.83	0	0	0	0	24.25	0	"(株)ｶﾙﾃｨﾌﾞ	役員らが議決権の過半数を所有する会社	5000000	29.14
日本電信電話(株)	特別利害関係者など	3639600	21.21
田中敦史	代表取締役社長、子会社の取締役	1834400	10.69
JA三井ﾘｰｽ(株)	特別利害関係者など	1175200	6.85
三菱UFJｷｬﾋﾟﾀﾙ4号投組	ベンチャーキャピタル（ファンド）	914000	5.33
日本郵政ｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	842000	4.91
ｱｲﾃｨｰﾌｧｰﾑ･のぞみ投組	ベンチャーキャピタル（ファンド）	571600	3.33
(株)INCJ	ベンチャーキャピタル（ファンド）	463160	2.7
DBJｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	457200	2.66
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ1号投組	ベンチャーキャピタル（ファンド）	457200	2.66
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	457200	2.66"
4486	ユナイトアンドグロウ	2019/12/18	1210	1270	2971	3205	1210	1270	須田 騎一朗 （上場時53歳7カ月）／1966年生	53	2005	155	29	100000000	1815500	539800	68.1	18.9	13.0	人材採用、教育研修、広告宣伝、システム投資、メディア構築	2196755000	71.36999999999998	68.51999999999998	2.85	0	0	0	6.6000000000000005	0	"須田騎一朗	代表取締役社長、子会社の取締役	599600	36.37
ｴｽ･ｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ(株)	役員らが議決権の過半数を所有する会社	500000	30.33
横河ﾚﾝﾀ･ﾘｰｽ(株)	特別利害関係者など	80000	4.85
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ5号投組	ベンチャーキャピタル（ファンド）	60000	3.64
岡美恵子	取締役	46900	2.85
従業員持ち株会	ベンチャーキャピタル（ファンド）	31800	1.93
須田愛子	代表取締役社長の配偶者	30000	1.82
YSｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ(株)	特別利害関係者など	27300	1.66
藤森肇	監査役	20000	1.21
ｸﾞﾛｰﾊﾞﾙ･ﾀｲｶﾞｰ･ﾌｧﾝﾄﾞ3号投組	ベンチャーキャピタル（ファンド）	17000	1.03"
7685	BuySellTechnologies	2019/12/18	1840	1930	2800	3720	1790	1930	岩田 匡平 （上場時35歳6カ月）／1984年生	35	2001	550	11	40000000	6445000	770500	57.8	29.2	13.0	広告宣伝、人件費および採用費、倉庫移転にかかる設備投資	11858800000	7.32	5.67	1.65	0	0	0	75.33999999999999	0	"ﾐﾀﾞｽ第1号投組	ベンチャーキャピタル（ファンド）	3474000	52.94
ﾐﾀﾞｽ第2号投組	ベンチャーキャピタル（ファンド）	1320000	20.12
大石崇徳	特別利害関係者など	600000	9.15
岩田匡平	代表取締役社長CEO	372000	5.67
丸山聖司	特別利害関係者など	120000	1.83
Soltec Investments Pte. Ltd.	ベンチャーキャピタル（ファンド）	60000	0.91
(株)ｲﾝｸﾞﾘｳｯﾄﾞ	特別利害関係者など	60000	0.91
R&T Partners, LP	ベンチャーキャピタル（ファンド）	60000	0.91
畑野洋平	取締役	48000	0.73
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	30000	0.46
100ｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	30000	0.46
小野晃嗣	取締役CFO	30000	0.46
谷口雅紀	取締役CMO	30000	0.46"
4478	フリー	2019/12/17	1800	2000	2700	2500	1800	2000	佐々木 大輔 （上場時39歳2カ月）／1980年生	39	2012	409	33	100000000	46639891	18566000	29.3	64.9	5.9	広告宣伝・販売促進、人件費、研究開発	83951803800	28.04	24.9	3.14	0	0	4.75	33.09	0	"佐々木大輔	代表取締役CEO	11790000	24.9
DCM VI, L.P.	ベンチャーキャピタル（ファンド）	5520087	11.66
A-Fund, L.P.	ベンチャーキャピタル（ファンド）	3239712	6.84
IVP Fund II A, L.P.	ベンチャーキャピタル（ファンド）	2388000	5.04
(株)ﾘｸﾙｰﾄ	特別利害関係者など	2277267	4.81
横路隆	従業員	2250000	4.75
LINE(株)	特別利害関係者など	2093022	4.42
Palace Investments Pte. Ltd.	ベンチャーキャピタル（ファンド）	1760796	3.72
(株)SMBC信託銀行(特定運用金外信託口)	ベンチャーキャピタル（ファンド）	1500000	3.17
東後澄人	取締役CFO	1488000	3.14
IVP Fund II B, L.P.	ベンチャーキャピタル（ファンド）	1260000	2.66"
4482	ウィルズ	2019/12/17	910	960	3000	4535	910	960	杉本 光生 （上場時53歳7カ月）／1966年生	53	2004	42	85	146485000	4597600	368000	27.2	59.8	13.0	システム開発	4183816000	57.839999999999996	38.07	19.769999999999996	0	0	0	0	0	"杉本光生	代表取締役社長CEO	1660800	31.76
蓮本泰之	専務取締役CFO	708000	13.54
SUGｱｾｯﾄ(株)	役員らが議決権の過半数を所有する会社	330000	6.31
ｳｨｯﾃﾝ･ﾀﾞﾚﾙ	特別利害関係者など	183300	3.51
上川博史	取締役	168600	3.22
青山洋一	取締役	157200	3.01
神保(株)	特別利害関係者など	120000	2.29
(株)ｹｰｱｲﾃｨｰｼｰ	特別利害関係者など	120000	2.29
秋元伸介	特別利害関係者など	108000	2.07
蒲野宏之	特別利害関係者など	106500	2.04"
4481	ベース	2019/12/16	4650	4700	6200	9050	4600	4700	中山 克成 （上場時62歳5カ月）／1957年生	62	1997	596	39	329424000	2916000	339200	82.5	4.4	13.0	採用関係費、教育研修費、借入金の返済	13559400000	65.89	61.66	4.2299999999999995	0	0	0	1.41	0	"中山ｱｾｯﾄ(株)	役員らが議決権の過半数を所有する会社	1310200	46.2
富士通(株)	特別利害関係者など	256000	9.03
伊藤商事(株)	役員らが議決権の過半数を所有する会社	250000	8.82
佐久間達也	顧問税理士（新株予約権の受託者）	200000	7.05
ﾍﾞｰｽ社員持株会	特別利害関係者など	188400	6.64
村崎小雪	代表取締役社長の血族、従業員	68000	2.4
中山克成	代表取締役社長	60000	2.12
中山秋子	代表取締役社長の配偶者、取締役	60000	2.12
みずほ証券(株)	金融商品取引業者	40000	1.41
和田成史	取締役	40000	1.41
伊藤康子	専務取締役の配偶者	40000	1.41
後藤督一	執行役員	40000	1.41"
4483	JMDC	2019/12/16	2780	2950	3600	3910	2780	2950	松島 陽介 （上場時47歳3カ月）／1972年生	47	2013	200	13	668972000	25975042	5865000	34.1	52.9	13.0	システム投資、サーバー増設、クラウド型の新製品開発、人件費	72210616760	91.67	10.42	3.9899999999999998	0	77.26	0	0	0	"ﾉｰﾘﾂ鋼機(株)	親会社	20595776	77.26
松島陽介	代表取締役社長CEO、執行役員、子会社の取締役	1432690	5.37
山元雄太	執行役員副社長CFO、子会社の取締役	1166288	4.38
杉田玲夢	執行役員COO	515942	1.94
(株)PKSHA Technology	特別利害関係者など	466000	1.75
木村真也	執行役員会長	344200	1.29
上沢仁	特別利害関係者など	218000	0.82
長谷川雅子	子会社の代表取締役	178200	0.67
岡山太郎	取締役	111000	0.42
松本孝	執行役員CHRO	90600	0.34"
4484	ランサーズ	2019/12/16	900	730	730	842	660	730	秋好 陽介 （上場時38歳10カ月）／1981年生	38	2008	106	24	1138125000	15505100	3000000	53.3	33.6	13.0	広告宣伝、人件費や外注費、オフィス移転費用、借入金の返済	13954590000	57.67	57.67	0	0	0	0	18.07	0	"秋好陽介	代表取締役社長CEO	8686900	56.79
ｸﾞﾛｰﾋﾞｽ4号ﾌｧﾝﾄﾞ投組	ベンチャーキャピタル（ファンド）	1371300	8.97
KDDI(株)	特別利害関係者など	827500	5.41
Globis Fund IV,L.P.	ベンチャーキャピタル（ファンド）	801400	5.24
ﾊﾟｰｿﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	特別利害関係者など	748800	4.9
GMO VenturePartners 3 投組	ベンチャーキャピタル（ファンド）	424800	2.78
(株)新生銀行	特別利害関係者など	320900	2.1
AT-I投組	ベンチャーキャピタル（ファンド）	165400	1.08
山田勝	子会社の代表取締役	135000	0.88
ﾊﾟｰｿﾙｷｬﾘｱ(株)	特別利害関係者など	132300	0.86"
4480	メドレー	2019/12/12	1280	1300	1300	1270	1280	1300	瀧口 浩平 （上場時35歳6カ月）／1984年生	35	2009	343	57	50000000	27624400	15824000	16.0	71.0	13.0	ソフトウエア開発、広告および販促、人件費、地代家賃、人材採用費、借入金の返済	35359232000	35.77	35.77	0	0	0	0	15.32	0	"瀧口浩平	代表取締役社長	6291200	21.76
豊田剛一郎	代表取締役（医師）	4051000	14.01
ｸﾞﾘｰ(株)	特別利害関係者など	1880000	6.5
MSIVC2012V投組	ベンチャーキャピタル（ファンド）	1427000	4.94
ｲﾝｷｭﾍﾞｲﾄﾌｧﾝﾄﾞ1号投組	ベンチャーキャピタル（ファンド）	1400000	4.84
山田進太郎	特別利害関係者など	800000	2.77
白崎杏輔	特別利害関係者など	800000	2.77
ｲｰｽﾄﾍﾞﾝﾁｬｰｽﾞ投組	ベンチャーキャピタル（ファンド）	800000	2.77
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ6号投組	ベンチャーキャピタル（ファンド）	800000	2.77
日本生命保険(相)	特別利害関係者など	760000	2.63"
4479	マクアケ	2019/12/11	1550	1550	2500	2710	1500	1550	中山 亮太郎 （上場時37歳8カ月）／1982年生	37	2013	60	6	132995000	10966000	2926700	33.5	53.5	13.0	システム開発および改修、人員増強、借入金の返済、広告宣伝	16997300000	81.86	5.05	5.45	0	71.36	1.55	13.71	0	"(株)ｻｲﾊﾞｰｴｰｼﾞｪﾝﾄ	親会社	7800000	71.36
KSK ANGEL FUND LLC	ベンチャーキャピタル（ファンド）	1498000	13.71
中山亮太郎	代表取締役社長	552000	5.05
坊垣佳奈	取締役	268000	2.45
木内文昭	取締役	268000	2.45
堀越宝世	特別利害関係者など	200000	1.83
生内洋平	執行役員	60000	0.55
矢内加奈子	従業員	40000	0.37
森恵	従業員	40000	0.37
中村剛	従業員	30000	0.27
佐藤啓	従業員	30000	0.27
木曽恵里夏	従業員	30000	0.27"
3449	テクノフレックス	2019/12/10	870	900	1000	1062	870	900	前島 岳 （上場時52歳0カ月）／1967年生	52	2001	269	147	1000000000	21360000	2700000	7.4	79.6	13.0	ベトナム工場増床のための設備投資資金	18583200000	69.48	69.48	0	0	0	0	13.75	0	"(株)ﾃｨｰｴﾑｱｾｯﾄ	役員らが議決権の過半数を所有する会社	10726200	59.02
前島崇志	代表取締役社長の血族	1596600	8.79
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	700000	3.85
東京中小企業投資育成(株)	ベンチャーキャピタル（ファンド）	600000	3.3
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ1号投組	ベンチャーキャピタル（ファンド）	400000	2.2
DBJｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	400000	2.2
(株)ﾄﾞﾘｰﾑｲﾝｷｭﾍﾞｰﾀ	ベンチャーキャピタル（ファンド）	400000	2.2
従業員持ち株会	特別利害関係者など	343400	1.89
前島岳	代表取締役社長兼社長執行役員	304000	1.67
加藤伸哉	特別利害関係者など	124000	0.68"
7077	ALiNKインターネット	2019/12/10	1470	1700	3000	4020	1560	1700	池田 洋人 （上場時45歳2カ月）／1974年生	45	2013	9	3	18045000	2102400	580900	25.8	61.1	13.0	採用活動・人件費、広告宣伝	3090528000	98.7	51.1	47.6	0	0	0.31	0	0	"池田洋人	代表取締役CEO	1050000	51.1
松本修士	取締役CTO	882000	42.93
富田知尚	取締役CSO	66000	3.21
池田直紀	取締役CFO	30000	1.46
(一財)日本気象協会	特別利害関係者など	20400	0.99
藤倉昭幸	従業員	2400	0.12
塚本真由子	従業員	1800	0.09
高安伸	従業員	1800	0.09
松田茜	従業員	300	0.01"
2979	SOSiLA物流リート投資法人	2019/12/10	100000	103000	115000	112500	100000	103000	矢野 正明	不明	2019		1	300000000	490000	511350	95.2	0.0	4.8	-	49000000000	0	0	0	0	0	0	0	0	"住友商事(株)	スポンサー	3000	100.0"
7076	名南M&A	2019/12/02	1610	2000	3000	2900	1720	2000	篠田 康人 （上場時45歳11カ月）／1973年生	46	2014	27	20	42774000	1494850	506000	35.6	51.4	13.0	人材採用および採用者を含めた教育、広告宣伝、システム関連費	2406708500	94.98	0	0	0	94.98	0	0	0	"(株)名南経営ｺﾝｻﾙﾃｨﾝｸﾞ	親会社	1248800	94.98
社員持ち株会	特別利害関係者など	5300	0.41
(株)十六銀行	特別利害関係者など	5000	0.38
(株)大垣共立銀行	特別利害関係者など	5000	0.38
岐阜信用金庫	特別利害関係者など	5000	0.38
(株)百五銀行	特別利害関係者など	5000	0.38
(株)三重銀行	特別利害関係者など	5000	0.38
(株)第三銀行	特別利害関係者など	5000	0.38
(株)名古屋銀行	特別利害関係者など	5000	0.38
(株)愛知銀行	特別利害関係者など	5000	0.38
岡崎信用金庫	特別利害関係者など	5000	0.38
(株)北陸銀行	特別利害関係者など	5000	0.38
ｵﾘｯｸｽ(株)	特別利害関係者など	5000	0.38"
7074	トゥエンティーフォーセブン	2019/11/21	3270	3420	3800	3800	3270	3420	小島 礼大 （上場時39歳9カ月）／1980年生	39	2007	350	4	5000000	4500000	1132700	44.1	42.8	13.0	新規出店、システムの開発、広告宣伝	14715000000	93.64999999999999	88.8	4.85	0	0	2.01	0	0	"小島礼大	代表取締役社長	3660000	88.8
楢木毅	取締役CFO	160000	3.88
萩原裕司	従業員、元役員	160000	3.88
植原一雄	取締役	40000	0.97
植木健太	従業員	28000	0.68
川口晋吾	従業員	15800	0.38
坂本英雄	従業員	8000	0.19
道見淳也	従業員	8000	0.19
吉田直	従業員	8000	0.19
四谷佳陽	従業員	8000	0.19
尾崎貴彦	従業員	8000	0.19"
7683	ダブルエー	2019/11/01	4690	4690	5000	4680	4490	4690	肖 俊偉 （上場時47歳1カ月）／1972年生	47	2002	267	13	50000000	4700000	1035000	67.6	19.3	13.0	国内新規出店、物流設備、システム開発、商品開発、広告宣伝	22043000000	91.51999999999998	90.82999999999998	0.69	0	0	0.6499999999999999	0	0	"肖俊偉	代表取締役	3354000	82.64
趙陽	特別利害関係者など	272000	6.7
丁蘊	代表取締役の配偶者、取締役	200000	4.93
PANG KWAN KIN	子会社の代表取締役	120000	2.96
中井康代	取締役	20000	0.49
劉成	子会社の代表取締役	12000	0.3
北岡慧太	従業員	8000	0.2
丹下祐二	従業員	6000	0.15
菅沼匠	取締役	4000	0.1
佐川明生	監査役	4000	0.1
(株)クツラボ	特別利害関係者など	4000	0.1
入江徳繁	特別利害関係者など	4000	0.1
岩瀬絵美	取締役	4000	0.1
坂本佳津江	従業員	4000	0.1
水谷紀彦	従業員	4000	0.1
茂木剛平	従業員	4000	0.1"
4251	恵和	2019/10/30	770	770	850	1026	700	770	長村 恵一 （上場時71歳11カ月）／1947年生	72	1948	274	26	266400000	7420000	2280400	65.8	21.2	13.0	和歌山テクノセンターの設備投資、借入金の返済	5713400000	83.35	75.3	8.05	0	0	0	0	0	"長村恵一	代表取締役社長	4404200	70.75
長村みどり	代表取締役社長の血族	283000	4.55
江田徐紅	常務取締役	161000	2.59
石田憲次	専務取締役	143300	2.3
足利正夫	常務取締役	132000	2.12
従業員持ち株会	特別利害関係者など	130000	2.09
久保武	特別利害関係者など	103000	1.65
中島由起	特別利害関係者など	100000	1.61
東亜合成(株)	取引先	70000	1.12
野口順次郎	常務取締役	65000	1.04"
7073	ジェイック	2019/10/29	4610	4750	9000	10320	4610	4750	佐藤 剛志 （上場時57歳4カ月）／1962年生	57	1991	190	23	96503000	905500	164400	43.5	43.5	13.0	人材採用費や人件費、販売促進費、支店開設費用など	4174355000	84.21	79.91	4.3	0	0	2.51	0	0	"(株)ｴﾝｽｰ	役員らが議決権の過半数を所有する会社	530000	59.15
佐藤剛志	代表取締役	186000	20.76
(株)ﾃｨｰｹｰﾋﾟｰ	特別利害関係者など	30000	3.35
山本太	従業員	22500	2.51
近藤浩充	常務取締役	17500	1.95
知見寺直樹	取締役	13500	1.51
尾崎三昌	特別利害関係者など	10000	1.12
ﾌｧｲﾌﾞｱｲｽﾞ･ﾈｯﾄﾜｰｸｽ(株)	特別利害関係者など	10000	1.12
古庄拓	取締役	7500	0.84
従業員持ち株会	特別利害関係者など	6100	0.68"
4880	セルソース	2019/10/28	2230	2280	4000	6020	2180	2280	裙本 理人 （上場時37歳0カ月）／1982年生	37	2015	56	3	90000000	1920000	552000	87.0	0.0	13.0	設備投資、新設する加工施設の賃貸に伴う敷金、本社事務所の内装・機能拡充、ソフトウエア拡充、人件費、学会運営、研究開発	4281600000	20.23	19.21	1.02	0	0	0.8800000000000001	0	0	"山川雅之	元代表取締役	964800	60.97
裙本理人	代表取締役社長	304000	19.21
ｼﾘｱﾙｲﾝｷｭﾍﾞｰﾄ(株)	山川雅之氏の近親者が過半数の株式を有する会社	211200	13.35
金島秀人	-	20000	1.26
花木博彦	取締役	8000	0.51
雨宮猛	取締役	8000	0.51
野崎正郎	従業員	4400	0.28
(株)GTM総研	-	4000	0.25
中村憲正	-	4000	0.25
早川宗一郎	従業員	3200	0.2
藤田健太	従業員	3200	0.2
大西勝二	従業員	3200	0.2"
