コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3667	enish	2012/12/11	780	800	2000	2500	760	800	杉山　全功／1965年生	47	2009	94	42	105427000	2476400	1249000	4.0	83.3	12.7	プロダクトライン増強に関する人材の採用費、本社事務所の移転・増床などにおける設備投資	1931592000	53.46	8.68	44.78	0	0	1.06	0	0	"Ｋｉｉ	その他の関係会社	780000	24.57
グリー	その他の関係会社	640000	20.16
安徳　孝平	取締役執行役員	610440	19.23
公文　善之	取締役執行役員	610440	19.23
杉山　全功	代表取締役社長	275540	8.68
松本　浩介	取締役執行役員	200560	6.32
賀沢　麗偉	従業員	9000	0.28
前田　博敏	従業員	9000	0.28
仲江　謙仁	従業員	9000	0.28
氏家　政彰	従業員	7000	0.22"
4585	UMNファーマ	2012/12/11	1600	1300	1196	1196	1300	1600	平野　達義／1959年生	53	2004	75	109	3706085000	6936700	3277500	65.6	21.4	13.0	組み換えインフルエンザHAワクチン原薬製造設備に係る設備資金	11098720000	0	0	0	0	0	0	25.520000000000003	0	"ＩＨＩ	特別利害関係者等	453250	8.46
アピ	特別利害関係者等	400000	7.47
京大ベンチャーＮＶＣＣ１号	ベンチャーキャピタル（ファンド）	264000	4.93
野村アール・アンド・エー第二号	ベンチャーキャピタル（ファンド）	262500	4.9
ネオステラ１号	ベンチャーキャピタル（ファンド）	225000	4.2
Protein Sciences Corporation	-	225000	4.2
あきたアカデミーベンチャー育成	ベンチャーキャピタル（ファンド）	170000	3.17
アステック・テクノロジー・インキュベーション・ファンド	ベンチャーキャピタル（ファンド）	170000	3.17
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	157000	2.93
ＩＨＩプラントエンジニアリング	特別利害関係者等	141800	2.65
野村アール・アンド・エー第三号	ベンチャーキャピタル（ファンド）	119050	2.22"
3666	テクノスジャパン	2012/12/07	1540	1540	2100	1878	1380	1540	城谷  直彦／1952年生	60	1994	283	29	350000000	1700000	632500	47.4	39.5	13.0	社内基幹システムの再構築、システム技術者にかかる人件費、採用関連費および人材開発費、海外新規拠点の開設運営資金	2618000000	18.86	14.29	4.57	0	0	4.28	0	0	"徳平  正憲	従業員（顧問）、元取締役会長、子会社の取締役	730000	52.14
城谷  直彦	代表取締役社長執行役員	200000	14.29
従業員持ち株会	特別利害関係者等	80000	5.71
山口  幸平	特別利害関係者等	60000	4.29
江熊  利生	特別利害関係者等	60000	4.29
小倉  隆志	取締役専務執行役員	34000	2.43
堀内  久美子	特別利害関係者等	30000	2.14
西村  穣	従業員	30000	2.14
中川  英俊	取締役常務執行役員	30000	2.14
千葉  孝紀	従業員	30000	2.14"
6071	IBJ	2012/12/06	1430	1450	2500	2610	1250	1450	石坂　茂／1971年生	41	2006	94	25	245000000	2075000	276000	50.7	49.3	0.0	サーバーの購入およびソフトウエアの開発費、施設拡張費用	2967250000	69.53	63.330000000000005	6.2	0	0	0	22.32	0	"石坂　茂	代表取締役社長、子会社の取締役	771000	39.84
中本　哲宏	代表取締役副社長、子会社の取締役	414600	21.42
Globis Fund III	ベンチャーキャピタル（ファンド）	252000	13.02
土谷　健次郎	取締役	120000	6.2
Globis Fund III(B)	ベンチャーキャピタル（ファンド）	72000	3.72
ＣＶＣ２号	ベンチャーキャピタル（ファンド）	60000	3.1
河野　俊之	特別利害関係者等	60000	3.1
三生4号	ベンチャーキャピタル（ファンド）	48000	2.48
石坂　美江	代表取締役社長の配偶者	40200	2.07
関口　和美	特別利害関係者等	39000	2.01"
4584	ジーンテクノサイエンス	2012/11/30	1500	1200	1200	1550	1200	1500	河南　雅成／1960年生	52	2001	8	58	847975000	1951100	999900	58.0	29.0	13.0	バイオ後続品のパイプライン拡充のための研究開発	2926650000	0	0	0	0	0	0	44.690000000000005	0	"道銀どさんこ２号	ベンチャーキャピタル（ファンド）	88300	6.04
NIFSMBC-V2006神戸バイオ・メディカル４号	ベンチャーキャピタル（ファンド）	84900	5.81
札幌元気テクノロジー	ベンチャーキャピタル（ファンド）	83300	5.7
日興地域密着型産学官連携	ベンチャーキャピタル（ファンド）	79000	5.41
清藤　勉	特別利害関係者等	77700	5.32
ニッセイ・キャピタル４号	ベンチャーキャピタル（ファンド）	67500	4.62
大阪バイオファンド	ベンチャーキャピタル（ファンド）	66600	4.56
北海道しんきん地域活性	ベンチャーキャピタル（ファンド）	66600	4.56
ネオステラ１号	ベンチャーキャピタル（ファンド）	60000	4.11
NIFSMBC-V2006S1	ベンチャーキャピタル（ファンド）	56700	3.88"
3280	株式会社エストラスト	2012/11/21	1300	1350	3000	2513	1250	1350	笹原　友也／1968年生	44	1999	42	19	129950000	1594000	383800	65.1	21.8	13.0	長期借入金の返済、本社ビル取得の一部、賃貸用不動産の取得、運転資金など	2072200000	62.8	52.1	10.7	0	0	1.1	17.0	0	"笹原　友也	代表取締役社長	700000	52.1
岡部産業	特別利害関係者等	150000	11.2
やまぐち地域総合支援ファンド	ベンチャーキャピタル（ファンド）	101000	7.5
安田　泰造	取締役	75000	5.6
JAIC-IF３号	ベンチャーキャピタル（ファンド）	60000	4.5
古谷　庄治	特別利害関係者等	58000	4.3
松川　徹	常務取締役	54000	4.0
山口キャピタル第２号	ベンチャーキャピタル（ファンド）	34000	2.5
ひびき北九州企業育成	ベンチャーキャピタル（ファンド）	34000	2.5
藤本　隆史	取締役	15000	1.1
桑本　登記子	従業員	15000	1.1
古賀　義光	特別利害関係者等	15000	1.1"
6070	キャリアリンク	2012/11/15	440	420	600	846	400	440	近藤　裕彦／1960年生	52	1996	281	163	210000000	5400000	1587000	37.8	49.1	13.0	システム投資	2376000000	18.97	13.69	5.28	0	0	0	59.51	0	"スマートキャピタル	ベンチャーキャピタル（ファンド）	3276000	59.51
近藤　裕彦	代表取締役社長	550400	10.0
従業員持ち株会	特別利害関係者等	430700	7.82
前田　直典	筆頭株主の代表取締役	203000	3.69
森村　夏実	取締役	105100	1.91
成沢　素明	取締役	70500	1.28
平松　武洋	専務取締役	60700	1.1
工藤　孝弘	特別利害関係者等	58600	1.07
森川　正志	取締役	54600	0.99
箱崎　隆昌	特別利害関係者等	51000	0.93"
3177	ありがとうサービス	2012/11/12	1340	1170	1200	1302	1170	1340	井本 雅之／1956年生	56	2000	160	33	484000000	905600	368000	19.0	67.9	13.0	新規出店にかかわる物件費および内装設備費	1213504000	79.08999999999999	78.85	0.24	0	0	0	9.58	0	"井本 雅之	代表取締役社長	658900	78.85
ジャフコⅤ２共有	ベンチャーキャピタル（ファンド）	60400	7.23
ブックオフコーポレーション	取引先	36000	4.31
ハードオフコーポレーション	取引先	36000	4.31
えひめベンチャーファンド2004	ベンチャーキャピタル（ファンド）	12000	1.44
だいし経営コンサルティング	特別利害関係者等	12000	1.44
ジャフコⅤ２―Ｗ	ベンチャーキャピタル（ファンド）	5400	0.65
従業員持ち株会	特別利害関係者等	2800	0.34
ジャフコⅤ２―Ｒ	ベンチャーキャピタル（ファンド）	2200	0.26
相原 光明	取締役	2000	0.24"
3896	阿波製紙	2012/10/23	370	370	342	371	330	370	三木　康弘／1963年生	49	1943	618	115	1060000000	10172676	2875000	66.1	20.9	13.0	設備投資	3763890120	27.66	27.66	0	0	0	0	0	0	"三木　康弘	代表取締役社長	1421003	17.18
徳応舎	特別利害関係者等	1100000	13.3
三木産業	取引先	1046100	12.65
日伸	特別利害関係者等	1000000	12.09
三木　富士彦	取締役常務執行役員、代表取締役社長の実弟	867192	10.48
マーレフィルターシステムズ	特別利害関係者等	432000	5.22
阿波銀行	取引先	296970	3.59
東京濾器	特別利害関係者等	288000	3.48
丸紅	特別利害関係者等	220875	2.67
ダイナックス	取引先	198000	2.39"
3176	三洋貿易	2012/10/23	460	460	460	444	420	460	松本　善政／1947年生	65	1947	242	408	638742000	14074854	3289000	79.1	7.9	13.0	子会社の移転費用	6474432840	0	0	0	0	0	0	4.42	0	"三洋貿易	自己株式	1300063	10.18
東亜合成	特別利害関係者等	748665	5.86
損害保険ジャパン	特別利害関係者等	641556	5.02
玉木　廸	監査役	568984	4.45
三菱東京UFJ銀行	特別利害関係者等	568742	4.45
三井住友銀行	特別利害関係者等	568742	4.45
三井住友信託銀行	特別利害関係者等	568000	4.45
東銀リース	金融商品取引業者等	564240	4.42
三井住友海上火災保険	特別利害関係者等	530762	4.15
明治安田生命保険	特別利害関係者等	337664	2.64"
6069	トレンダーズ	2012/10/19	2550	2550	5000	6500	2300	2550	経沢  香保子（戸籍名：岡本  香保子）／1973年生	39	2000	69	64	196000000	1657500	310500	87.0	0.0	13.0	人材関連費、広告宣伝費などの運転資金、システム拡充開発などの設備資金	4226625000	64.4	56.660000000000004	7.74	0	0	3.71	4.4	0	"経沢　香保子（戸籍名：岡本　香保子）	代表取締役社長	592500	34.74
岡本　伊久男	取締役、代表取締役社長の配偶者	373800	21.92
サイバーエージェント	その他の関係会社、取引先	227100	13.32
松本　洋介	取締役	90000	5.28
ＲＩＰ２号Ｒ＆Ｄ	ベンチャーキャピタル（ファンド）	75000	4.4
高村　彰典	元取締役	50100	2.94
郭　翔愛	取締役	42000	2.46
黒川　涼子（戸籍名：佐々井　涼子）	従業員	36000	2.11
大西　香織	従業員	27300	1.6
スーパーソフトウエア	取引先	15000	0.88"
9386	日本コンセプト	2012/10/04	1140	1020	1020	938	1020	1140	松元　孝義／1951年生	61	1994	148	23	389300000	4366000	1404100	32.0	54.9	13.0	タンクコンテナの購入	4977240000	68.28	68.28	0	0	0	0	9.71	0	"松元　孝義	代表取締役社長	1453000	37.1
山中　康利	代表取締役副社長	921000	23.52
ジャフコ・スーパーV3共有	ベンチャーキャピタル（ファンド）	220000	5.62
（有）エスアンドアール	役員等が議決権の過半数を所有する会社	200000	5.11
三菱UFJキャピタル	ベンチャーキャピタル（ファンド）	160000	4.09
伊藤　養一	特別利害関係者等	150000	3.83
三菱東京UFJ銀行	特別利害関係者等	150000	3.83
三井住友銀行	特別利害関係者等	150000	3.83
浜　弘	特別利害関係者等	100000	2.55
（有）エムアンドエム	役員等が議決権の過半数を所有する会社	100000	2.55
蓮見　正純	特別利害関係者等	100000	2.55"
6067	メディアフラッグ	2012/09/28	900	900	1800	2120	800	900	福井 康夫／1968年生	44	2004	97	104	251350000	1380000	207000	24.2	62.8	13.0	広告宣伝費用、人材採用費用	1242000000	38.71	38.71	0	0	0	0	5.92	0	"福井　康夫	代表取締役社長	587900	38.71
博報堂DYホールディングス	特別利害関係者等	100000	6.58
レッグス	特別利害関係者等	100000	6.58
松田　公太	特別利害関係者等	100000	6.58
住友商事	特別利害関係者等	50000	3.29
オリックス11号	ベンチャーキャピタル（ファンド）	50000	3.29
ＢＯＳパートナーズ	特別利害関係者等	40000	2.63
オリックス10号	ベンチャーキャピタル（ファンド）	40000	2.63
バックスグループ	特別利害関係者等	30000	1.98
東急エージェンシー	特別利害関係者等	30000	1.98
坂本　孝	特別利害関係者等	30000	1.98"
3175	エー・ピーカンパニー	2012/09/25	2250	2350	2700	3305	2150	2350	米山　久／1970年生	42	2001	343	26	28850000	2394250	626700	55.8	31.1	13.0	販売事業における外食直営店舗の新規出店費用	5387062500	87.13	82.42999999999999	4.7	0	0	2.45	0	0	"米山　久	代表取締役社長	1415000	69.22
MTRインベストメント	代表取締役が議決権の過半数を所有する会社	250000	12.23
吉野　勝己	常務取締役、子会社の役員	75000	3.67
大久保　伸隆	常務取締役	46000	2.25
野本　良平	取締役、子会社の役員	40000	1.96
里見　順子	取締役	40000	1.96
従業員持ち株会	特別利害関係者等	36750	1.8
天野　裕人	従業員	10000	0.49
綱嶋　恭介	従業員	10000	0.49
里見　英子	従業員、取締役の血族	10000	0.49
近藤　克明	子会社の役員	10000	0.49
上田　憲行	従業員	10000	0.49
高瀬　久夫	従業員	10000	0.49
井上　貴之	従業員	10000	0.49
鈴木　重尚	取引先の役員	10000	0.49
金子　貢司	取引先の役員	10000	0.49
米山　龍治	代表取締役社長の血族	10000	0.49
米山　忠	代表取締役社長の血族	10000	0.49"
9201	日本航空（JAL）	2012/09/19	3790	3790	3900	3810	3500	3790	植木 義晴／1952年生	60	1953	31190	10	181352000000	181352000	175000000	0.0	100.0	0.0	-	687324080000	0	0	0	0	0	0	1.38	0	"企業再生支援機構	特別利害関係者等	175000000	96.5
京セラ	特別利害関係者等	2500000	1.38
大和証券グループ本社	金融商品取引業者の人的および資本的関係会社	2500000	1.38
東京海上日動火災保険	特別利害関係者等	750000	0.41
損害保険ジャパン	特別利害関係者等	250000	0.14
ジェイティービー	特別利害関係者等	150000	0.08
阪急交通社	特別利害関係者等	100000	0.06
あいおいニッセイ同和損害保険	特別利害関係者等	50000	0.03
三井住友海上火災保険	特別利害関係者等	50000	0.03
三菱ＵＦＪ信託銀行ＪＡＬ持ち株信託口	特別利害関係者等	2000	0.0"
6065	サクセスホールディングス	2012/08/07	2000	2050	2300	2500	1950	2050	柴野　豪男／1954年生	58	2010	1127	25	100000000	1690000	437000	32.0	54.9	13.0	認可保育園用不動産の賃貸借に伴う保証金、園舎・付属設備の建築工事および器具設備など	3380000000	37.65	37.65	0	0	0	4.03	29.200000000000003	0	"柴野豪男	代表取締役社長、子会社の取締役	583500	37.65
ジェイコムホールディングス	その他の関係会社	310000	20.0
ジャフコ・ジー九（ビー）号	ベンチャーキャピタル（ファンド）	188000	12.13
ジャフコ・ジー九（エー）号	ベンチャーキャピタル（ファンド）	164500	10.61
瀬木葉子	従業員	62500	4.03
従業員持ち株会	特別利害関係者等	54000	3.48
池銀キャピタルニュービジネスファンド３号	ベンチャーキャピタル（ファンド）	50000	3.23
ゆめファンド４号	ベンチャーキャピタル（ファンド）	50000	3.23
金子亮一	特別利害関係者等	25000	1.61
西山賢一郎	特別利害関係者等	12500	0.81"
3665	エニグモ	2012/07/24	1550	1750	6000	4030	1550	1750	須田  将啓、田中  禎人／1974年生	38	2004	40	105	190770000	1736400	198300	60.5	26.5	13.0	人材採用費やサーバー費用、広告宣伝費など運転資金、サーバー増強やシステム開発、サイトデザイン作成費など設備資金	2691420000	39.03	28.6	10.43	0	0	0	8.739999999999998	0	"ソネットエンタテインメント	その他の関係会社	500000	24.83
須田将啓	代表取締役共同最高経営責任者	288000	14.3
田中禎人	代表取締役共同最高経営責任者	288000	14.3
安藤英男	取締役最高執行責任者	210000	10.43
藤井真人	特別利害関係者等	74000	3.68
ジャフコV1-B号	ベンチャーキャピタル（ファンド）、金融商品取引業者等	54500	2.71
日本政策投資銀行	金融商品取引業者等	50000	2.48
松田竹生	元取締役	40000	1.99
新生銀行	金融商品取引業者等	39000	1.94
ジャフコV1-A号	ベンチャーキャピタル（ファンド）、金融商品取引業者等	32500	1.61"
9419	ワイヤレスゲート	2012/07/19	1170	1200	2760	2311	1150	1200	池田　武弘／1972年生	40	2004	9	63	616139000	2361200	521400	57.5	29.4	13.0	サーバーや通信機の購入、ソフトウエア開発、運転資金	2762604000	26.52	13.26	13.26	0	0	0	28.69	0	"ヨドバシカメラ	資本的関係会社	430000	17.15
池田　武弘	代表取締役CEO	332500	13.26
原田　実	取締役COO	232500	9.27
ジャフコ・スーパーＶ３共有	ベンチャーキャピタル（ファンド）	163400	6.52
インテック・アイティ２号	ベンチャーキャピタル（ファンド）	140000	5.58
安田企業投資４号	ベンチャーキャピタル（ファンド）	136000	5.42
藤沢　昭和	資本的関係会社の役員	100000	3.99
ニッセイ・キャピタル４号	ベンチャーキャピタル（ファンド）	100000	3.99
ＭＩＣイノベーション３号	ベンチャーキャピタル（ファンド）	100000	3.99
オリックス９号	ベンチャーキャピタル（ファンド）	80000	3.19"
6064	アクトコール	2012/07/13	1700	1700	2200	2500	1600	1700	平井　俊広／1964年生	48	2005	50	26	186887000	1196400	282700	31.8	56.8	11.3	システム開発、データサーバー増設	2033880000	65.17999999999999	57.66	7.52	0	0	0	14.56	12.81	"平井　俊広	代表取締役社長	720400	57.66
リロケーション・ジャパン	資本提携先	160000	12.81
みずほキャピタル第３号	ベンチャーキャピタル（ファンド）	66000	5.28
ネオステラ１号	ベンチャーキャピタル（ファンド）	66000	5.28
安田企業投資４号	ベンチャーキャピタル（ファンド）	50000	4.0
柳楽　仁史	元取締役	50000	4.0
阪口　富左雄	取締役	46000	3.68
菊井　聡	取締役	42000	3.36
秦　武司	監査役	8000	0.64
井上　勲	子会社の取締役	6000	0.48"
3664	モブキャスト	2012/06/26	800	800	1800	2301	640	800	藪　考樹／1970年生	42	2004	41	91	214525000	6322500	768500	45.5	44.0	10.4	開発者を中心とする人材関連費、新規顧客獲得のための販売費	5058000000	55.64	44.31	11.329999999999998	0	0	0	2.36	0	"藪 考樹	代表取締役社長	2822000	44.31
住友商事	特別利害関係者等	250000	3.93
ビットアイル	取引先	225000	3.53
清田 卓生	取締役	215000	3.38
頼定 誠	取締役	215000	3.38
ハクバ写真産業	取引先	200000	3.14
海老根 智仁	取締役	166000	2.61
三菱ＵＦＪキャピタル3号	ベンチャーキャピタル（ファンド）	150000	2.36
佐藤 崇	取締役	125000	1.96
高森 浩一	監査役	107000	1.68"
6618	大泉製作所	2012/06/22	350	350	380	400	290	350	久保田　達夫／1941年生	71	1944	1998	203	542805000	5677000	522000	57.5	42.5	0.0	センサー生産ラインの増設	1986950000	0	0	0	0	0	0	71.30000000000001	0	"アジア・リカバリー・ファンド	ベンチャーキャピタル（ファンド）	1386100	25.78
WLR・リカバリー・ファンドII	ベンチャーキャピタル（ファンド）	838000	15.58
タイヨウ・パール・ファンド	ベンチャーキャピタル（ファンド）	577000	10.73
アジア・リカバリー・コーインベストメント・パートナーズ	ベンチャーキャピタル（ファンド）	569800	10.6
埼玉りそな銀行	取引先	239000	4.44
ソマール	取引先	180000	3.35
JAIC-中小企業グローバル支援	ベンチャーキャピタル（ファンド）	142800	2.66
新光IPO投資事業組合１号	ベンチャーキャピタル（ファンド）	120000	2.23
首都圏リース	特別利害関係者等	108000	2.01
りそなキャピタル	ベンチャーキャピタル（ファンド）	100000	1.86
埼玉成長企業サポートファンド	ベンチャーキャピタル（ファンド）	100000	1.86"
