コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
9551	メタウォーター	2014/12/19	2550	2400	2256	2256	2400	2550	木田　友康／1950年生	64	2008	2011	3	7500000	25000000	11500000	87.0	0.0	13.0	研究開発など	63750000000	0	0	0	0	0	0	0	0	"日本ガイシ	その他の関係会社	7500000	37.5
富士電機	その他の関係会社	7500000	37.5
メタウォーター	自己株式	5000000	25.0"
6030	アドベンチャー	2014/12/18	2300	2500	5000	5680	2300	2500	中村　俊一／1982年生	32	2006	15	17	118992000	2182800	379500	87.0	0.0	13.0	広告宣伝費、システム投資、交通機関への保証金	5020440000	85.7	84.62	1.08	0	0	0.21	1.95	0	"中村　俊一	代表取締役社長	1600000	84.62
宮前　幸央	特別利害関係者など	120000	6.35
八木　理恵子	特別利害関係者など	96000	5.08
イーストベンチャーズ	ベンチャーキャピタル（ファンド）	36800	1.95
福田　貴史	取締役	14800	0.78
中島　照	従業員	4000	0.21
森田　純子	取締役	3600	0.19
児玉　尚人	監査役	3600	0.19
高橋　知道	取締役	2000	0.11
山川　善之	監査役	2000	0.11
西木　隆	監査役	2000	0.11"
3903	ｇｕｍｉ	2014/12/18	3300	3300	3700	3300	3000	3300	国光　宏尚／1974年生	40	2007	840	71	6481734000	28664500	13647200	11.0	76.0	13.0	海外拠点の開設・運営の費用、人件費	94592850000	14.87	14.87	0	0	0	0	24.15	15.620000000000001	"ジャフコ・スーパーV3共有	ベンチャーキャピタル（ファンド）	4161000	13.92
グリー	取引先	3635000	12.16
国光　宏尚	代表取締役社長、子会社役員	3044500	10.19
LINE	資本業務提携先	2445000	8.18
WiL Fund I	ベンチャーキャピタル（ファンド）	2079000	6.96
フジ・メディア・ホールディングス	資本業務提携先	1401000	4.69
NEXT BIG THING	役員らが議決権の過半数を所有する会社	1400000	4.68
DBJキャピタル	ベンチャーキャピタル（ファンド）	978500	3.27
セガネットワークス	資本業務提携先	823000	2.75
新生銀行	特別利害関係者など	800000	2.68"
2883	大冷	2014/12/18	1770	1800	1665	1680	1700	1800	斎藤　修／1951年生	63	1972	157	46	1327075000	6008300	1725000	40.6	46.4	13.0	魚原材料の調達、製造委託先に対する原材料買い付け資金の貸し付け	10634691000	12.51	9.5	3.01	0	0	0	0	0	"フルタ	特別利害関係者等	2733500	51.49
古田耕司	特別利害関係者等	1000000	18.84
中道博志	特別利害関係者等	400000	7.54
斎藤修	代表取締役社長	370000	6.97
正林淳生	専務取締役	160000	3.01
西村信義	取締役副社長	84400	1.59
社員持ち株会	特別利害関係者等	70600	1.33
関秀和	特別利害関係者等	70000	1.32
冨田史好	代表取締役副社長	50000	0.94
岩佐成泰	特別利害関係者等	44000	0.83"
4248	竹本容器	2014/12/17	880	900	1100	918	880	900	竹本　笑子／1975年生	39	1953	874	55	100000000	5569700	862500	51.6	35.4	13.0	金型や生産機械の代金	4901336000	53.510000000000005	53.510000000000005	0	0	0	0	0	0	"竹本笑子	代表取締役社長	1685000	32.88
竹本雅英	代表取締役社長の血族、相談役	490000	9.56
若竹持ち株会	特別利害関係者など	423400	8.26
竹本　力	子会社の代表取締役社長	377000	7.36
竹本えつこ	代表取締役社長の血族、取締役	305000	5.95
深沢隆弘	常務取締役、代表取締役社長と取締役の義兄	265000	5.17
山本勝人	特別利害関係者など	155000	3.02
山本健人	特別利害関係者など	135000	2.63
深沢英里子	代表取締役社長と取締役の血族	110000	2.15
星　孝行	特別利害関係者など	95000	1.85"
7175	今村証券	2014/12/17	1300	1350	1600	1720	1150	1350	今村 九治／1944年生	70	1944	174	30	500000000	2585000	575000	87.0	0.0	13.0	運転資金	3360500000	76.65	76.65	0	0	0	0	0	0	"今村直喜	代表取締役社長の血族、取締役	656400	31.48
今村九治	代表取締役社長	250470	12.01
今村コンピューターサービス	役員等が議決権の過半数を所有する会社	250020	11.99
今村不動産	役員等が議決権の過半数を所有する会社	227640	10.92
社員持ち株会	特別利害関係者等	218720	10.49
今村和子	代表取締役社長の配偶者	101520	4.87
今村千加子	代表取締役社長の血族	67200	3.22
米田信昭	特別利害関係者等	46130	2.21
今村之希有	代表取締役社長の血族、取締役の血族	45000	2.16
松木芳男	特別利害関係者等	35340	1.69"
2586	フルッタフルッタ	2014/12/17	4130	4290	6500	6500	4130	4290	長沢　誠／1961年生	53	2002	38	95	166000000	1009400	253000	39.5	47.4	13.0	仕入れにかかる運転資金	4168822000	56.33	52.15	4.18	0	0	0	13.23	0	"長沢　誠	代表取締役社長執行役員CEO	457000	46.1
グリーンアソシエイツ	役員らが議決権の過半数を所有する会社	60000	6.05
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	44000	4.44
杜山　悦郎	取締役	41400	4.18
ＮＶＣＣ６号	ベンチャーキャピタル（ファンド）	37200	3.75
ＮＦＰ－ストラテジックパートナーズファンド	ベンチャーキャピタル（ファンド）	25000	2.52
ニュー・フロンティア・パートナーズ	ベンチャーキャピタル（ファンド）	25000	2.52
井手　謙治	特別利害関係者など	21000	2.12
荻野　恭子	特別利害関係者など	20000	2.02
芝川　洋	特別利害関係者など	20000	2.02
山浦　浩	特別利害関係者など	20000	2.02"
3198	ＳＦＰダイニング	2014/12/16	2040	1940	1804	1620	1740	2040	佐藤　誠／1963年生	51	2010	539	26	48000000	28100000	7455000	95.2	0.0	4.8	新規出店予定店舗の設備投資、借入金の返済	57324000000	89.06	1.88	0.7	0	86.48	1.38	0	0	"クリエイト・レストランツ・ホールディングス	親会社	19634300	86.48
従業員持ち株会	特別利害関係者等	290100	1.28
佐藤　誠	代表取締役社長	217000	0.96
麒麟麦酒	特別利害関係者等	210000	0.92
三井食品	特別利害関係者等	210000	0.92
ジャックル浦島屋	特別利害関係者等	210000	0.92
光行　康明	取締役副社長	208000	0.92
野崎　哲也	常務取締役	159600	0.7
落合　一喜	従業員	156000	0.69
坂本　聡	従業員	156000	0.69"
9418	Ｕ−ＮＥＸＴ	2014/12/16	2910	3000	4200	3950	2910	3000	宇野　康秀／1963年生	51	2009	324	51	170020000	5271200	1564000	61.4	25.6	13.0	販売貸与する機器の調達、システム開発、設備拡充、増床、ファイルサーバーやクライアントPCの増強と更新、コンテンツ調達の強化	15339192000	97.45	96.67	0.78	0	0	1.6099999999999999	0	0	"UNO-HOLDINGS	役員等が議決権の過半数を所有する会社	4200000	96.4
社員持ち株会	従業員持ち株会	46700	1.07
二宮　康真	取締役	11100	0.25
堤　天心	取締役	11100	0.25
山本　正志	従業員	9500	0.22
堀内　雅生	取締役	7600	0.17
岡村　仁	従業員	7100	0.16
最上　功一	従業員、子会社の代表取締役	6900	0.16
松本　武史	従業員	6800	0.16
牧　直道	従業員、子会社の代表取締役	5000	0.11
武林　聡	顧問	5000	0.11
夏野　剛	取締役	5000	0.11"
3901	マークラインズ	2014/12/16	1800	1980	4000	3510	1780	1980	酒井　誠／1954年生	60	2001	60	196	105000000	3121800	327200	65.6	29.8	4.6	データベースやシステム開発、サーバー増強と社内基幹システム投資、人員の増強、海外子会社の設立	5619240000	15.44	15.44	0	0	0	0	22.67	0	"酒井　誠	代表取締役社長	480000	15.44
京大ベンチャーNVCC1号	ベンチャーキャピタル（ファンド）	292400	9.41
高杉　健郎	特別利害関係者等	200000	6.44
滝沢　英男	特別利害関係者等	160000	5.15
三菱UFJキャピタル	ベンチャーキャピタル（ファンド）	160000	5.15
ジャフコＶ2共有	ベンチャーキャピタル（ファンド）	91000	2.93
東海夢ファンド第1号	ベンチャーキャピタル（ファンド）	86200	2.77
中島　保二	特別利害関係者等	80000	2.57
早稲田成長企業支援1号	ベンチャーキャピタル（ファンド）	75000	2.41
田崎　浩成	特別利害関係者等	72000	2.32"
3902	メディカル・データ・ビジョン	2014/12/16	4980	5180	15000	12220	4980	5180	岩崎　博之／1960年生	54	2003	142	41	380800000	1104950	276600	61.5	25.5	13.0	システム設備投資、広告宣伝費、人材採用費	5502651000	10.04	5.74	4.3	0	0	0	6.21	73.22	"富士フイルム	その他の関係会社、資本提携先	352900	33.74
メディパルホールディングス	その他の関係会社、資本業務提携先	262900	25.14
三菱商事	資本提携先	90000	8.6
岩崎 博之	代表取締役社長	60050	5.74
シミックホールディングス	資本提携先	60000	5.74
西武しんきんキャピタルTAMAファンド2号	ベンチャーキャピタル（ファンド）	50000	4.78
浅見 修二	専務取締役	45000	4.3
棚岡　滋	特別利害関係者等	16900	1.62
第一生命保険	特別利害関係者等	15000	1.43
シール・マネジメントパートナーズ	ベンチャーキャピタル（ファンド）	15000	1.43
木村　右子	特別利害関係者等	15000	1.43"
6029	アトラ	2014/12/16	690	740	1700	1313	690	740	久世　博之／1973年生	41	2005	65	83	50000000	2600000	920000	76.1	10.9	13.0	サーバー増強、貸し付け、広告宣伝費	1794000000	33.58	13.57	20.009999999999998	0	0	0.62	0	0	"（社）みどり会	特別利害関係者等	1335000	63.57
久世　博之	代表取締役社長	285000	13.57
塩中　一成	取締役	140000	6.67
片田　徹	取締役	140000	6.67
田中　克典	取締役	60000	2.86
柚木　孝夫	取締役	60000	2.86
田中　雅樹	取締役	20000	0.95
池田　愛	従業員（契約社員含む）	5000	0.24
橋本　優城	従業員（契約社員含む）	4000	0.19
御手洗　洋輔	従業員（契約社員含む）	4000	0.19"
6028	テクノプロ・ホールディングス	2014/12/15	1900	1950	1852	1852	1800	1950	西尾　保示／1951年生	63	2006	10863	2	100000000	34074000	27255000	0.0	87.0	13.0	-	64740600000	0.01	0.01	0	0	0	0	99.99	0	"Japan Universal Recruitment	ベンチャーキャピタル（ファンド）	34072000	99.99
西尾　保示	代表取締役社長兼CEO	2000	0.01"
3900	クラウドワークス	2014/12/12	740	760	1300	1316	720	760	吉田 浩一郎／1974年生	40	2011	29	45	766844000	12546060	2127500	77.6	9.4	13.0	オフィス移転費用、広告宣伝費、新規機能開発の外注費、新規人員の採用教育費	9284084400	50.239999999999995	40.87	9.370000000000001	0	0	0	37.74	0	"吉田浩一郎	代表取締役社長	4879940	40.87
DGインキュベーション	ベンチャーキャピタル（ファンド）	1460000	12.23
テクノロジーベンチャーズ３号	ベンチャーキャピタル（ファンド）	1250000	10.47
サイバーエージェント	ベンチャーキャピタル（ファンド）	1060000	8.88
野村真一	取締役	440000	3.68
CA Startups Internet Fund １号	ベンチャーキャピタル（ファンド）	300000	2.51
佐々木翔平	取締役CFO	260000	2.18
サンエイト２号	ベンチャーキャピタル（ファンド）	226000	1.89
成田修造	取締役COO	220000	1.84
電通デジタル投資組合	ベンチャーキャピタル（ファンド）	210000	1.76
松崎良太	取締役	200000	1.67
小沢隆生	特別利害関係者など	180000	1.51"
6026	GMO TECH	2014/12/11	5760	5800	9000	13640	5000	5800	鈴木　明人／1974年生	40	2006	79	57	10000000	1100000	316400	31.6	55.4	13.0	ソフトウエアなどへの設備投資、広告宣伝費や人件費などの運転資金	6336000000	94.66999999999999	38.239999999999995	0.16	0	56.27	0.43000000000000005	0	0	"GMOインターネット	親会社	574000	56.27
鈴木　明人	代表取締役社長	368065	36.08
三田村　徹彦	監査役	40870	4.01
鈴木　繭子	代表取締役社長の配偶者	22000	2.16
松本  鉱大	取締役	1630	0.16
児林  秀一	従業員	1335	0.13
佐々木  千春	従業員	915	0.09
飯島  陽介	従業員	750	0.07
河原崎  亮	従業員	695	0.07
斎藤　新	従業員	680	0.07"
7816	スノーピーク	2014/12/11	2150	2300	3300	5390	2150	2300	山井 太／1959年生	55	1964	187	29	99520000	1760000	372600	75.1	11.8	13.0	新規出店や移動式宿泊棟の製作とソフトウエアへの設備投資、人材採用費や広告宣伝費などの運転資金	3784000000	55.33	55.33	0	0	0	0	10.0	0	"山井　太	代表取締役社長	497880	28.29
スノーピーク	自己株式	449220	25.52
東京中小企業投資育成	ベンチャーキャピタル（ファンド）	176000	10.0
山井　佑馬	代表取締役の血族	121560	6.91
雪峰社	役員らが議決権の過半数を所有する会社	80000	4.55
渡辺　美栄子	常務取締役、代表取締役の血族	61860	3.51
山井　佳子	従業員、代表取締役の血族	61860	3.51
山井　隆介	代表取締役の血族	58740	3.34
山井　梨沙	従業員、代表取締役の血族	45880	2.61
山井　夏実	代表取締役の血族	45880	2.61"
3452	ビーロット	2014/12/11	1750	2010	6000	10500	1810	2010	宮内　誠／1969年生	45	2008	23	47	298444000	1079500	115000	87.0	0.0	13.0	販売用不動産の仕入れ、賃貸用不動産の設備投資	1889125000	68.8	65.78	3.02	0	0	10.159999999999998	0	0	"長谷川　進一	取締役副社長	249000	22.75
望月　雅博	取締役副社長	219000	20.01
エムアンドエム	役員らが議決権の過半数を所有する会社	136500	12.47
宮内　誠	代表取締役社長	115500	10.55
望月　文恵	従業員、取締役の配偶者	33000	3.02
リ　バンジュ	特別利害関係者など	30000	2.74
キム　クァニョン	特別利害関係者など	30000	2.74
ザイマックス	特別利害関係者など	30000	2.74
外川　太郎	従業員	18000	1.64
越川　淳平	従業員	16500	1.51
江崎　憲太郎	従業員	16500	1.51
サムティ	特別利害関係者など	15000	1.37
内外汽船	特別利害関係者など	12000	1.1
勝又　清志	従業員	12000	1.1
岡島　伸治	従業員	12000	1.1
大崎　宣哉	従業員	12000	1.1
出口　康之	従業員	12000	1.1
遠藤　佳美	従業員	12000	1.1"
6027	弁護士ドットコム	2014/12/11	1000	1230	3000	3880	1050	1230	元栄　太一郎／1975年生	39	2005	36	54	113040000	7063400	1288000	28.7	58.2	13.0	人件費、広告宣伝費、販売促進費、業務委託費	7063400000	88.71000000000001	85.73	2.9799999999999995	0	0	0.31000000000000005	7.59	0	"TIM	代表取締役社長に総株主の議決権の過半数を所有されている会社	3346300	47.89
元栄　太一郎	代表取締役社長兼CEO	2643700	37.84
DGインキュベーション	ベンチャーキャピタル（ファンド）	530000	7.59
水木　孝幸	取締役兼COO	102600	1.47
杉山　慎一郎	取締役兼CFO	87500	1.25
カカクコム	特別利害関係者など	86000	1.23
大前　研一	特別利害関係者など	21500	0.31
須田　仁之	監査役	18600	0.27
村上　敦浩	取締役	18000	0.26
松浦　啓太	従業員	12000	0.17
元栄　徳子	特別利害関係者など	10000	0.14
黒瀬　雄一郎	外部協力者	10000	0.14
亀松　太郎	外部協力者	10000	0.14
渡辺　陽介	従業員	10000	0.14"
3698	ＣＲＩ・ミドルウェア	2014/11/27	2300	2400	12000	13500	2100	2400	押見　正雄／1963年生	51	2001	62	68	33250000	1399400	316000	34.8	52.5	12.7	ミドルウエア関連の研究開発費、人材の獲得、広告宣伝費の一部	3218620000	24.470000000000002	17.240000000000002	7.23	0	0	1.34	8.1	0	"セガ	人的・資本的関係会社	360000	24.29
従業員持ち株会	特別利害関係者等	258600	17.45
鈴木　久司	元役員	216000	14.57
押見　正雄	代表取締役社長	159400	10.76
CSK-VCサステナビリティ・ファンド	ベンチャーキャピタル（ファンド）	120000	8.1
古川　憲司	代表取締役会長	96000	6.48
松下　操	取締役	51000	3.44
鈴木　泰山	取締役	36200	2.44
田中　克己	取締役	20000	1.35
青山　幸雄	元役員	12000	0.81
野沢　香代子	元役員の遺族	10000	0.67
伊藤　一彦	従業員	10000	0.67
桜井　敦史	従業員	10000	0.67"
6025	日本ＰＣサービス	2014/11/26	435	480	650	805	430	480	家喜　信行／1976年生	38	2001	158	9	125320000	1290200	287500	87.0	0.0	13.0	電話転送システムやスタッフ管理システムの導入、事業所の新設、採用費、広告宣伝費	561237000	64.41	63.93	0.48	0	0	4.8100000000000005	13.31	17.48	"家喜　信行	代表取締役社長	665000	63.93
ジャパンベストレスキューシステム	業務提携先	181800	17.48
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	97000	9.33
守屋　博隆	従業員	40000	3.85
明治キャピタル９号	ベンチャーキャピタル（ファンド）	28400	2.73
奥田　恵一郎	従業員	10000	0.96
ジャフコＶ２－Ｗ	ベンチャーキャピタル（ファンド）	9000	0.87
羽根田　昭仁	取締役	5000	0.48
ジャフコＶ２－Ｒ	ベンチャーキャピタル（ファンド）	4000	0.38"
3697	ＳＨＩＦＴ	2014/11/13	1210	1300	5000	6000	1210	1300	丹下　大／1974年生	40	2005	148	143	453575000	2638600	598000	16.7	70.2	13.0	人材採用費、ソフトウエアテスト用端末の取得費など	3192706000	55.99	55.99	0	0	0	0	19.36	0	"丹下　大	代表取締役社長	1657900	55.99
三井物産	特別利害関係者等	270000	9.12
NTTインベストメント・パートナーズファンド	ベンチャーキャピタル（ファンド）	270000	9.12
Draper Nexus Technology Partners	ベンチャーキャピタル（ファンド）	254500	8.6
Draper Nexus Partners	ベンチャーキャピタル（ファンド）	48500	1.64
ワークスアプリケーションズ	取引先	33400	1.13
シンプレクス	取引先	33400	1.13
ビットアイル	取引先	33400	1.13
Mistletoe	取引先	33400	1.13
和出　憲一郎	特別利害関係者等	29000	0.98"
6099	エラン	2014/11/07	1620	1750	3100	2980	1620	1750	桜井　英治／1970年生	44	1995	114	22	30000000	3500000	1169500	42.8	44.2	13.0	新規営業拠点の開設、システム関連費用、長期借入金の返済、人件費や通信費・外注費などの運転資金	5670000000	88.05	44.19	43.86	0	0	9.89	0	0	"桜井　英治	代表取締役社長	1320000	42.11
中島　信弘	専務取締役	1205000	38.44
佐藤　幸夫	従業員	300000	9.57
渡辺　淳	取締役CFO	85000	2.71
峯崎　友宏	取締役（営業管掌）	55000	1.75
桜井　貴夫	代表取締役社長の血族、従業員	35000	1.12
桜井　京子	代表取締役社長の配偶者	30000	0.96
中島　明子	専務取締役の配偶者	30000	0.96
清水　貴憲	従業員	10000	0.32"
