コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3998	すららネット	2017/12/18	2040	2040	5000	4345	1900	2040	湯野川 孝彦 （上場時57歳2カ月）／1960年生	57	2008	26	14	137950000	1203000	258700	42.5	44.5	13.0	コンテンツやシステムのための設備投資、人材採用費、人件費、広告宣伝費	2454120000	30.759999999999998	23.13	7.63	0	0	4.7700000000000005	43.089999999999996	17.53	"Globis Fund III L.P.	ベンチャーキャピタル（ファンド）	360000	30.18
湯野川 孝彦	代表取締役社長	276000	23.13
Globis Fund III(B),L.P.	ベンチャーキャピタル（ファンド）	101000	8.47
柿内 美樹	取締役	91000	7.63
(株)ﾏｲﾅﾋﾞ	資本提携先	75000	6.29
(株)ﾍﾞﾈｯｾﾎｰﾙﾃﾞｨﾝｸﾞｽ	資本提携先	72000	6.04
凸版印刷(株)	資本提携先	62000	5.2
ﾄﾞｺﾓ･ｲﾉﾍﾞｰｼｮﾝﾌｧﾝﾄﾞ	ベンチャーキャピタル（ファンド）、資本提携先	53000	4.44
山下 梢	従業員	19000	1.59
竹内 淳子	従業員	19000	1.59
藤岡 一紀	従業員	19000	1.59"
6562	ジーニー	2017/12/18	1220	1350	2500	2674	1220	1350	工藤 智昭 （上場時36歳3カ月）／1981年生	36	2010	149	15	766769000	17147000	1504200	68.0	18.9	13.0	自社プロダクトの開発、修繕・機能改善、借入金返済	20919340000	43.46	38.84	4.62	0	0	4.36	10.54	0	"工藤 智昭	代表取締役社長、子会社の取締役	6680000	38.84
ｿﾌﾄﾊﾞﾝｸｸﾞﾙｰﾌﾟｲﾝﾀｰﾅｼｮﾅﾙ(同)	その他の関係会社	5625000	32.7
広瀬 寛	取締役、子会社の取締役	795000	4.62
吉村 卓也	従業員	750000	4.36
AT-I投組	ベンチャーキャピタル（ファンド）	720000	4.19
ﾄﾗﾝｽ･ｺｽﾓｽ(株)	ベンチャーキャピタル（ファンド）	495000	2.88
NICE SATISFY LTD.	特別利害関係者など	402000	2.34
Fenox Venture Company IX	ベンチャーキャピタル（ファンド）	258000	1.5
ｱﾝｶｰ･ｱﾄﾞﾊﾞｲｻﾞｰｽﾞTMT3号	ベンチャーキャピタル（ファンド）	219000	1.27
YJ1号投組	ベンチャーキャピタル（ファンド）	120000	0.7"
2334	イオレ	2017/12/15	1780	1890	7000	5100	1750	1890	吉田 直人 （上場時54歳3カ月）／1963年生	54	2001	73	159	599984000	2270900	293200	47.7	39.2	13.0	データベースやシステム開発、人材採用費、広告宣伝費など	4042202000	50.43	37.81	12.62	0	0	0	0	0	"吉田 直人	代表取締役社長	640200	26.48
(株)五六	代表取締役が議決権の過半数を所有する会社	274000	11.33
小川 誠	専務取締役	146300	6.05
凸版印刷(株)	特別利害関係者など	145000	6.0
中井 陽子	取締役	104000	4.3
(株)KEIｱﾄﾞﾊﾞﾝｽ	特別利害関係者など	100000	4.14
(株)ｱﾙﾌｧｽﾃｯﾌﾟ	特別利害関係者など	82500	3.41
本郷 孔洋	特別利害関係者など	65100	2.69
一條 武久	取締役	54900	2.27
(株)毎日ｺﾑﾈｯﾄ	特別利害関係者など	50000	2.07
Hongo holdings(株)	特別利害関係者など	43500	1.8"
6561	HANATOUR JAPAN	2017/12/15	2580	2000	2500	2200	1900	2000	李 炳燦 （イ ピョンチャン、上場時53歳1カ月）／1964年生	53	2005	155	44	100000000	11000000	2932500	34.1	52.9	13.0	システム投資、ホテル事業への投資、プロモーション費用、人材の採用・育成、アウトバウンド事業への投資など	28380000000	97.57	26.069999999999997	1.5	0	70.0	1.3	0	0	"HANATOUR SERVICE INC.	親会社	7000000	70.0
李 炳燦	代表取締役社長	2578800	25.79
金 英南	取締役	100000	1.0
李 相姫	取締役	50000	0.5
李 珉周	従業員	50000	0.5
金 東起	従業員	30000	0.3
金 尚昱	従業員	25000	0.25
李 光守	従業員	25000	0.25
朴 大烈	子会社の代表取締役	15000	0.15
金沢 正憲	子会社の代表取締役	12500	0.13"
6560	エル・ティー・エス	2017/12/14	630	680	3000	2810	630	680	樺島 弘明 （上場時42歳1カ月）／1975年生	42	2002	148	13	306880000	3592000	747500	66.9	20.1	13.0	新規機能開発などの外注費、本社オフィス移転時の内装費、借入金返済や社債償還	2262960000	36.73	32.33	4.4	0	0	13.92	21.700000000000003	0	"樺島 弘明	代表取締役社長CEO	993000	23.64
(株)ｸﾚｽｺ	その他の関係会社	664000	15.81
(株)ﾄﾞﾘｰﾑｲﾝｷｭﾍﾞｰﾀ	ベンチャーキャピタル（ファンド）	511000	12.16
李 成一	取締役副社長COO	365000	8.69
ｸﾞﾛｰﾊﾞﾙ･ﾌﾞﾚｲﾝ5号投組	ベンチャーキャピタル（ファンド）	345000	8.21
塚原 厚	従業員	295000	7.02
金藤 正樹	従業員	290000	6.9
(株)ｴﾙ･ﾃｨｰ･ｴｽ	自己株式	208000	4.95
吉田 悦章	取締役	100000	2.38
高麗 貴志	取締役CFO	85000	2.02
りらいあｺﾐｭﾆｹｰｼｮﾝｽﾞ(株)	特別利害関係者など	62000	1.48
ﾌｭｰﾁｬｰｲﾝﾍﾞｽﾄﾒﾝﾄ(株)	ベンチャーキャピタル（ファンド）	56000	1.33"
7198	アルヒ	2017/12/14	1340	1300	1300	1270	1150	1340	浜田 宏 （上場時58歳6カ月）／1959年生	58	2014	290	16	3471000000	36080600	19122800	0.0	94.3	5.7	－	48348004000	4.63	2.9899999999999998	1.64	0	0	0	83.17999999999999	0	"CJP CSM Holdings LP	ベンチャーキャピタル（ファンド）	30780200	81.05
SBIﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	特別利害関係者など	3621200	9.54
浜田 宏	代表取締役会長兼社長CEO兼COO	1000000	2.63
東京海上ﾒｻﾞﾆﾝ1号投資	ベンチャーキャピタル（ファンド）	808500	2.13
細野 恭史	常務取締役CSO	266000	0.7
五十川 毅	執行役員副社長	135000	0.36
井上 明大	執行役員	98500	0.26
市川 裕康	執行役員	97000	0.26
荻野 大輔	執行役員	80000	0.21
土門 智康	執行役員	80000	0.21"
3486	グローバル・リンク・マネジメント	2017/12/13	2320	2620	5000	6130	2320	2620	金 大仲 （上場時43歳6カ月）／1974年生	43	2005	63	10	200000000	1784000	423200	43.5	43.5	13.0	販売用不動産の仕入れ資金	4138880000	91.81	82.8	9.01	0	0	0.92	0	0	"金 大仲	代表取締役社長	800000	46.0
(株)G2A	役員らが議決権の過半数を所有する会社	640000	36.8
富永 康将	専務取締役	80000	4.6
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	32000	1.84
(株)FPG	特別利害関係者など	25600	1.47
鈴木 東洋	取締役	25600	1.47
富田 直樹	取締役	25600	1.47
中山 満則	取締役	25600	1.47
(株)ｲﾝﾍﾞｽﾀｰｽﾞｸﾗｳﾄﾞ	特別利害関係者など	19200	1.1
金ヶ崎 敬介	従業員	8000	0.46
永山 一盛	従業員	8000	0.46"
3611	マツオカコーポレーション	2017/12/13	2420	2600	3500	3800	2420	2600	松岡 典之 （上場時60歳10カ月）／1957年生	60	1972	94	74	172500000	9625000	1891700	63.2	23.8	13.0	東南アジアの複数工場の工事資金	23292500000	14.36	14.36	0	0	0	0	10.08	0	"松岡 典之	代表取締役社長、子会社の役員	1695000	17.08
(同)ﾏﾂｵｶｶﾝﾊﾟﾆｰ	代表取締役の血族が議決権の過半数を所有する会社	1425000	14.36
(株)ﾏﾂｵｶｺｰﾎﾟﾚｰｼｮﾝ	自己株式	1195000	12.05
(株)広島銀行	特別利害関係者など	420000	4.23
野村証券(株)	金融商品取引業者	400000	4.03
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	325000	3.28
(同)ﾊﾟｲﾝﾋﾙｺｰﾎﾟﾚｰｼｮﾝ	特別利害関係者など	300000	3.02
従業員持ち株会	特別利害関係者など	297500	3.0
(株)ﾌｧｰｽﾄﾘﾃｲﾘﾝｸﾞ	取引先	286500	2.89
三菱UFJｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	275000	2.77"
6698	ヴィスコ・テクノロジーズ	2017/12/13	4820	4920	7000	15000	4720	4920	足立 秀之 （上場時52歳0カ月）／1965年生	52	2003	69	24	187125000	713500	228600	37.2	49.8	13.0	自社製品のソフトウェア開発に向けた人的費用	3439070000	53.7	36.89	16.810000000000002	0	0	0	16.720000000000002	0	"足立 秀之	代表取締役社長	222000	31.87
(株)有沢製作所	特別利害関係者など	65000	9.33
東 正志	取締役	63000	9.05
三菱UFJｷｬﾋﾟﾀﾙ3号投組	ベンチャーキャピタル（ファンド）	50000	7.18
滝沢 義信	取締役副社長	35000	5.02
鈴木 保良	取締役	29500	4.24
GOLDEN ASIA FUND L.P.	ベンチャーキャピタル（ファンド）	26500	3.8
池田 欣吾	取締役	24500	3.52
DBJｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	20000	2.87
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ5号投組	ベンチャーキャピタル（ファンド）	20000	2.87
(株)日本政策金融公庫	-	20000	2.87"
9143	SGホールディングス	2017/12/13	1580	1620	1800	1900	1540	1620	町田 公志 （上場時61歳11カ月）／1956年生	61	2006	209	77	11882905000	320197200	78775400	0.0	90.9	9.1	－	505911576000	16.83	16.83	0	0	0	0	0	0	"ｸﾞﾙｰﾌﾟ従業員持ち株会	特別利害関係者など	86547315	27.03
新生興産(株)	役員らが議決権の過半数を所有する会社	37872000	11.83
(公財)佐川美術館	特別利害関係者など	24200181	7.56
栗和田 栄一	代表取締役会長	16018800	5.0
(株)三菱東京UFJ銀行	特別利害関係者など	14959860	4.67
(株)三井住友銀行	特別利害関係者など	12600000	3.94
三井住友海上火災保険(株)	特別利害関係者など	12600000	3.94
住友生命保険(相)	特別利害関係者など	12600000	3.94
佐川印刷(株)	特別利害関係者など	11308200	3.53
損保ｼﾞｬﾊﾟﾝ日本興亜(株)	特別利害関係者など	10200000	3.19"
8919	カチタス	2017/12/12	1640	1640	1558	1665	1500	1640	新井 健資（上場時49歳0カ月）／1968年生	49	1978	556	11	3778871000	39325320	23025300	0.0	91.4	8.6	－	64493524800	2.7	1.8	0.8999999999999999	0	0	0.3	39.7	0	"(株)ﾆﾄﾘﾎｰﾙﾃﾞｨﾝｸﾞｽ	資本的関係会社	13356210	31.8
ｱﾄﾞﾊﾞﾝﾃｯｼﾞﾊﾟｰﾄﾅｰｽﾞIV号	ベンチャーキャピタル（ファンド）	9711400	23.1
SMS AIV Unlimited Company	特別利害関係者など	6320970	15.1
Japan Ireland Investment Partners	ベンチャーキャピタル（ファンド）	5889590	14.0
(株)ｶﾁﾀｽ	自己株式	2700000	6.4
新井 健資	代表取締役社長	773910	1.8
ﾌｫｰﾃｨｰｽﾘｰ投組	ベンチャーキャピタル（ファンド）	647610	1.5
AP Cayman Partners II LP	ベンチャーキャピタル（ファンド）	455740	1.1
星山 敏秀	子会社の元取締役	390600	0.9
横田 和仁	取締役	145020	0.3
鬼沢 晋一	取締役	130020	0.3
大江 治利	従業員	130020	0.3
赤羽 晃	子会社の取締役	130020	0.3
田中 完治	元従業員	130020	0.3"
9266	一家ダイニングプロジェクト	2017/12/12	2250	2450	7000	6700	2250	2450	武長 太郎 （上場時40歳10カ月）／1977年生	40	1997	209	7	143200000	1497000	289800	54.9	32.1	13.0	新規出店の設備投資	3368250000	80.69	78.7	1.9899999999999998	0	0	0	0	8.46	"武長 太郎	代表取締役社長	716000	50.49
(株)TKｺｰﾎﾟﾚｰｼｮﾝ	役員らが議決権の過半数を所有する会社	400000	28.21
(株)DDﾎｰﾙﾃﾞｨﾝｸﾞｽ	資本提携先	120000	8.46
(株)ﾍﾞｸﾄﾙ	取引先	38000	2.68
The CFO Consulting(株)	特別利害関係者など	36000	2.54
ｻﾝﾄﾘｰ酒類販売(株)	取引先	20000	1.41
秋山 淳	専務取締役	12000	0.85
西山 知義	特別利害関係者など	8000	0.57
岩田 明	取締役	8000	0.57
野瀬 健	取締役	8000	0.57"
6559	アトリエはるか	2017/12/07	1400	1400			1250	1400	岩井 大輔 （上場時36歳4カ月）／1981年生	36	2000	266	10	86000000	486400	58600	27.3	59.7	13.0	サロン業務運営システムの開発費	680960000	90.97999999999999	86.32	4.66	0	0	0	0	0	"岩井 良子	代表取締役社長の配偶者、取締役副社長	222740	45.47
岩井 大輔	代表取締役社長	168000	34.29
(株)ｸﾞｯﾄﾞｶﾝﾊﾟﾆｰ	役員らが議決権の過半数を所有する会社	25200	5.14
(株)ｱｲｽﾀｲﾙ	特別利害関係者など	22400	4.57
松田 淳	常務取締役執行役員	18900	3.85
平木 康孝	子会社の代表取締役社長	7000	1.42
従業員持ち株会	特別利害関係者など	4000	0.82
石川 亮	執行役員	3900	0.81
穐田 誉輝	特別利害関係者など	3500	0.71
清田 卓生	特別利害関係者など	3500	0.71
後藤 一俊	特別利害関係者など	3500	0.71"
3997	トレードワークス	2017/11/29	2000	2200	8500	13600	2000	2200	浅見 勝弘 （上場時60歳3カ月）／1957年生	60	1999	71	9	59600000	1020000	241500	82.8	4.1	13.0	採用育成費・人件費、借入金と社債の返済、システム投資	2040000000	44.37	42.19	2.18	0	0	0	19.57	0	"浅見 勝弘	代表取締役社長	388000	42.19
従業員持ち株会	特別利害関係者など	132000	14.35
ｶﾌﾞﾄﾞｯﾄｺﾑ証券(株)	取引先、金融商品取引業者	100000	10.87
市川 俊雄	特別利害関係者など	60000	6.52
ｽﾍﾟｰｽ･ｿﾙﾊﾞ(株)	特別利害関係者など	55000	5.98
三木証券(株)	取引先、金融商品取引業者	50000	5.44
日産証券(株)	取引先、金融商品取引業者	30000	3.26
松葉 祐司	特別利害関係者など	15000	1.63
中川 秀夫	監査役	10000	1.09
徳島 直哉	取締役	10000	1.09
安藤 千年	取締役	10000	1.09"
6558	クックビズ	2017/11/28	2070	2250	5280	5280	2070	2250	藪ノ 賢次 （上場時37歳6カ月）／1980年生	37	2007	144	7	62849000	2112941	486200	61.7	25.3	13.0	オフィス移転に関する設備資金と差入保証金、広告宣伝費、借入金返済、事業拡大に伴う人件費	4373787870	76.6	69.53	7.07	0	0	0.99	20.36	0	"藪ノ 賢次	代表取締役社長CEO	1100000	55.58
ｼﾞｬﾌｺ･ｽｰﾊﾟｰV3共有投組	ベンチャーキャピタル（ファンド）	300000	15.16
藪ノ 郁子	代表取締役社長の血族	276000	13.95
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ1投組	ベンチャーキャピタル（ファンド）	102941	5.2
生田 亮人	取締役COO	78000	3.94
岡本 哲郎	取締役CFO	62000	3.13
斎藤 理	従業員	14400	0.73
従業員持ち株会	特別利害関係者など	10000	0.51
久田 雅士	従業員	2750	0.14
三輪 智之	従業員	2380	0.12"
7807	幸和製作所	2017/11/28	3220	3520	6000	7980	3220	3520	玉田 秀明 （上場時39歳10カ月）／1978年生	39	1987	107	17	178670000	1285510	296900	50.5	36.4	13.0	人員拡大に伴う人件費や研究開発費	4139342200	82.52	80.6	1.92	0	0	0.92	0	0	"(株)秀一	役員らが議決権の過半数を所有する会社	802540	61.47
玉田 栄一	取締役会長、代表取締役社長の血族	88000	6.74
玉田 秀明	代表取締役社長、取締役会長の長男	82420	6.31
玉田 京子	代表取締役社長の血族、取締役会長の配偶者	66000	5.05
加藤 学	特別利害関係者など	26340	2.01
東野 順子	代表取締役社長の血族	13510	1.03
長島 光春	取締役、子会社の取締役	13280	1.01
社員持ち株会	特別利害関係者など	12950	0.99
北井 邦子	従業員	12100	0.92
大井 実	取締役	12000	0.91"
9264	ポエック	2017/11/28	670	750	1500	3280	670	750	来山 哲二 （上場時70歳6カ月）／1947年生	70	1989	71	86	294750000	1687600	531300	60.2	26.7	13.0	自社製品生産にかかる省人化機械の設備資金	1130692000	5.33	5.33	0	0	0	0	5.67	0	"来山 哲二	代表取締役社長、子会社の役員	454000	28.68
釆女 信二郎	代表取締役副社長、子会社の役員	282000	17.81
従業員持ち株会	特別利害関係者など	119200	7.53
東洋額装(株)	特別利害関係者など	80000	5.05
来山 美佐子	代表取締役社長の配偶者	62000	3.92
下田 武久	特別利害関係者など	40000	2.53
ごうぎんｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	30000	1.89
藤田 砂智	代表取締役の血族	22400	1.41
定藤 洋子	特別利害関係者など	20000	1.26
HC6号投組	ベンチャーキャピタル（ファンド）	20000	1.26
三菱UFJｷｬﾋﾟﾀﾙ3号	ベンチャーキャピタル（ファンド）	20000	1.26
(株)東洋高圧	特別利害関係者など	20000	1.26
りそなｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	20000	1.26"
3996	サインポスト	2017/11/21	2200	2200	8000	8530	2000	2200	蒲原 寧 （上場時51歳11カ月）／1965年生	52	2007	87	24	113600000	2436000	356500	53.3	33.7	13.0	バッチ処理高速化ソリューション開発に伴う外注費	5359200000	69.64	50.69	18.95	0	0	3.27	0	0	"蒲原 寧	代表取締役社長	903800	35.14
道しるべ(株)	役員らが議決権の過半数を所有する会社	400000	15.55
奥井 裕介	取締役	333000	12.95
西島 康隆	常務取締役	114200	4.44
太田 道宏	特別利害関係者など	100000	3.89
蓮沼 和彦	監査役	100000	3.89
武田 陽三	従業員	84000	3.27
在賀 良助	監査役	74000	2.88
小阪 健雄	特別利害関係者など	65000	2.53
奥井 晧夫	取締役の血族	40000	1.56"
